Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - Mean,Course Overall - SD,Instructor Overall - Mean,Instructor Overall - SD
20-21,SPRING,Dept,SHSS,MILE,MSc Program in International Language Education,8.0,0.87,4.42,0.72,4.48,0.71
20-21,SPRING,Dept,SHSS,MASS,Master of Arts in Social Science,4.0,0.679,4.67,0.63,4.68,0.59
20-21,SPRING,Dept,SHSS,HSS,School of Humanities & Social Science,1.0,0.526,4.5,0.71,4.6,0.7
20-21,SPRING,Dept,SHSS,SOSC,Social Science,43.0,0.459,4.19,0.91,4.27,0.88
20-21,SPRING,Dept,SHSS,HART,Studio Arts courses offered by HUMA,6.0,0.504,4.04,1.01,4.09,0.98
20-21,SPRING,School,SSCI,-,-,239.0,0.401,4.1,0.89,4.16,0.88
20-21,SPRING,Dept,SSCI,CHMS,Analytical Chemistry,6.0,0.415,4.74,0.51,4.75,0.51
20-21,SPRING,Dept,SSCI,BIBU-SSCI,Biotechnology and Business,1.0,0.577,2.73,1.2,2.87,1.17
20-21,SPRING,Dept,SSCI,CHEM,Chemistry,42.0,0.419,4.07,0.83,4.13,0.82
20-21,SPRING,Dept,SSCI,ENTR-SSCI,Entrepreneurship,2.0,0.456,4.1,0.87,4.32,0.7
20-21,SPRING,Dept,SSCI,LIFS,Life Science,33.0,0.313,4.2,0.8,4.26,0.79
20-21,SPRING,Dept,SSCI,MAED,MSc Program in Mathematics for Educators,4.0,0.632,4.58,0.65,4.55,0.65
20-21,SPRING,Dept,SSCI,MSDM,MSc in Data-Driven Modeling Program,5.0,0.449,4.33,0.83,4.38,0.79
20-21,SPRING,Dept,SSCI,MATH,Mathematics,85.0,0.414,4.05,0.97,4.09,1.0
20-21,SPRING,Dept,SSCI,NANO,NANO Science and Technology,1.0,0.75,4.22,0.97,4.22,0.97
20-21,SPRING,Dept,SSCI,OCES,Ocean Science,14.0,0.474,4.04,0.87,4.09,0.83
20-21,SPRING,Dept,SSCI,PHYS,Physics,34.0,0.489,4.01,0.92,4.11,0.85
20-21,SPRING,Dept,SSCI,SCIE,School of Science,5.0,0.472,3.83,1.12,3.97,0.96
20-21,SPRING,Dept,SSCI,CSIC,Scientific Computation,1.0,0.5,4.63,0.52,4.5,0.53
20-21,SPRING,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),8.0,0.235,4.2,0.95,4.25,0.91
20-21,SPRING,School,LANG/LABU/LAGR,-,-,371.0,0.6,3.98,0.97,4.27,0.83
20-21,SPRING,Dept,LANG/LABU/LAGR,LANG,Language,307.0,0.632,4.0,0.97,4.28,0.82
20-21,SPRING,Dept,LANG/LABU/LAGR,LABU,Language for Business,64.0,0.439,3.88,0.99,4.19,0.91
20-21,SPRING,School,IPO,-,-,47.0,0.559,4.28,0.94,4.35,0.86
20-21,SPRING,Dept,IPO,ENVR,Environment and Sustainability,25.0,0.547,4.15,0.9,4.25,0.81
20-21,SPRING,Dept,IPO,EVSM,Environmental Science and Management,4.0,0.626,4.53,0.68,4.52,0.69
20-21,SPRING,Dept,IPO,IIMP,Individualized Interdisciplinary Major,1.0,0.583,3.31,1.76,3.57,1.82
20-21,SPRING,Dept,IPO,PPOL,Public Policy,15.0,0.535,4.48,0.88,4.54,0.81
20-21,SPRING,Dept,IPO,TEMG,Technology and Management,2.0,0.722,4.52,0.7,4.6,0.6
20-21,SPRING,School,OTHERS,-,-,2.0,0.5,4.61,0.6,4.67,0.53
20-21,SPRING,Dept,OTHERS,DSTO,Dean of Students' Office,2.0,0.5,4.61,0.6,4.67,0.53
20-21,SPRING,School,FUNHUB,-,-,1.0,0.693,4.54,0.58,4.55,0.57
20-21,SPRING,Dept,FUNHUB,FUNH,Function Hub Core Course,1.0,0.693,4.54,0.58,4.55,0.57
20-21,SPRING,School,INFHUB,-,-,9.0,0.519,4.54,0.59,4.61,0.52
20-21,SPRING,Dept,INFHUB,CMAA,Computational Media and Arts,3.0,0.644,4.45,0.55,4.53,0.51
20-21,SPRING,Dept,INFHUB,DSAA,Data Science and Analytics,5.0,0.407,4.69,0.53,4.71,0.52
20-21,SPRING,Dept,INFHUB,IOTA,Internet of Things,1.0,0.778,4.29,0.95,4.57,0.53
20-21,SPRING,School,SOCHUB,-,-,4.0,0.837,4.44,0.95,4.63,0.8
20-21,SPRING,Dept,SOCHUB,FTEC,Financial Technology,1.0,0.875,5.0,0.0,5.0,0.0
20-21,SPRING,Dept,SOCHUB,IPEN,Innovation Policy and Entrepreneurship,2.0,0.806,4.56,0.65,4.8,0.41
20-21,SPRING,Dept,SOCHUB,UGOD,Urban Governance and Design,1.0,0.9,3.67,1.5,3.89,1.36
20-21,SPRING,School,SYSHUB,-,-,1.0,0.673,3.84,1.38,4.05,1.15
20-21,SPRING,Dept,SYSHUB,SYSH,Systems Hub Core Course,1.0,0.673,3.84,1.38,4.05,1.15
,,,,,,,,,,,
,,,,,,,,,,,
"Note 1: The response rate shown is the response rate for the instructor/course overall question, whichever is the higher. It is calculated as the number of responses received for the question divided by the maximum possible number of responses.",,,,,,,,,,,
Note 2: A section may be counted towards multiple programs/departments which are affiliated with the same or different school(s). Hence the total number of sections for all programs/departments may not necessarily tally with the number of sections for their home school. The same situation may also occur in the totals for schools and university.,,,,,,,,,,,
,,,,,,,,,,,
Report prepared by OIR,,,,,,,,,,,
2021-06-18 00:00:00,,,,,,,,,,,
