Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - Mean,Course Overall - SD,Instructor Overall - Mean,Instructor Overall - SD
19-20,FALL,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),10.0,0.493,94.9,13.2,95.4,13.4
19-20,FALL,School,LANG/LABU/LAGR,-,-,396.0,0.592,78.0,22.5,84.8,19.9
19-20,FALL,Dept,LANG/LABU/LAGR,LANG,Language,348.0,0.597,78.5,22.4,84.9,20.0
19-20,FALL,Dept,LANG/LABU/LAGR,LABU,Language for Business,48.0,0.554,74.3,23.1,84.0,19.6
19-20,FALL,School,IPO,-,-,35.0,0.605,81.7,21.1,85.1,20.7
19-20,FALL,Dept,IPO,ENVR,Environment and Sustainability,19.0,0.566,75.0,22.4,79.4,23.1
19-20,FALL,Dept,IPO,EVSM,Environmental Science and Management,3.0,0.676,85.2,16.7,87.2,16.3
19-20,FALL,Dept,IPO,IDPO,Interdisciplinary Programs Office,1.0,0.25,75.0,0.0,75.0,0.0
19-20,FALL,Dept,IPO,PPOL,Public Policy,10.0,0.63,89.3,19.0,92.5,17.6
19-20,FALL,Dept,IPO,TEMG,Technology and Management,2.0,0.609,88.5,16.1,89.1,13.8
19-20,FALL,School,OTHERS,-,-,2.0,0.482,99.1,4.8,99.1,4.8
19-20,FALL,Dept,OTHERS,DSTO,Dean of Students' Office,2.0,0.482,99.1,4.8,99.1,4.8
,,,,,,,,,,,
,,,,,,,,,,,
"Note 1: The response rate shown is the response rate for the instructor/course overall question, whichever is the higher. It is calculated as the number of responses received for the question divided by the maximum possible number of responses.",,,,,,,,,,,
,,,,,,,,,,,
Report prepared by OIR,,,,,,,,,,,
2020-02-07 00:00:00,,,,,,,,,,,
