Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - UG (Small),Course Overall - UG (Medium),Course Overall - UG (Large),Course Overall - UG Mean,Course Overall - PG (Small),Course Overall - PG (Medium),Course Overall - PG Mean,Course Overall - Overall,Instructor Overall - UG (Small),Instructor Overall - UG (Medium),Instructor Overall - UG (Large),Instructor Overall - UG Mean,Instructor Overall - PG (Small),Instructor Overall - PG (Medium),Instructor Overall - PG Mean,Instructor Overall - Overall
18-19,FALL,Dept,SENG,ELEC,Electronic and Computer Engineering,43.0,0.471,85.71,77.3,74.49,76.94,91.81,84.49,86.67,78.95,89.29,79.07,73.96,78.09,94.4,88.4,90.65,80.26
18-19,FALL,Dept,SENG,ENEG,Energy Technology,1.0,0.652,,,,,,91.67,91.67,91.67,,,,,,98.33,98.33,98.33
18-19,FALL,Dept,SENG,IEDA,Industrial Engineering and Decision Analytics,16.0,0.439,68.33,67.77,,67.81,81.52,,81.52,70.25,83.33,69.8,,70.75,83.7,,83.7,73.06
18-19,FALL,Dept,SENG,ISDN,Integrative Systems and Design,5.0,0.606,83.33,58.33,,77.38,,,,77.38,86.18,68.33,,81.13,,,,81.13
18-19,FALL,Dept,SENG,MECH,Mechanical Engineering,31.0,0.537,44.44,71.39,71.18,70.68,92.07,89.47,82.05,73.0,61.76,75.0,77.21,75.2,94.51,94.74,94.64,77.5
18-19,FALL,Dept,SENG,ENGG,School of Engineering,5.0,0.48,,72.35,,72.35,89.29,,89.29,72.96,,76.19,,76.19,89.29,,89.29,76.66
18-19,FALL,School,SHSS,-,-,88.0,0.568,81.03,75.44,74.93,75.18,93.7,88.65,89.4,78.35,88.79,79.76,80.59,80.37,96.14,90.8,91.49,83.15
18-19,FALL,Dept,SHSS,SSMA,Graduate Diploma and MA Programs in Social Science,4.0,0.817,,,,,,93.53,93.53,93.53,,,,,,96.34,96.34,96.34
18-19,FALL,Dept,SHSS,HUMA,Humanities,41.0,0.538,79.76,74.07,71.76,72.88,93.33,100.0,95.06,74.08,86.9,80.08,77.14,78.56,96.25,100.0,97.22,79.57
18-19,FALL,Dept,SHSS,HMMA,MA Program in Chinese Culture,2.0,0.69,,,,,,89.76,89.76,89.76,,,,,,89.76,89.76,89.76
18-19,FALL,Dept,SHSS,MGCS,MSc Program in Global China Studies,6.0,0.765,,,,,97.37,88.82,89.68,89.68,,,,,97.37,91.76,92.33,92.33
18-19,FALL,Dept,SHSS,MILE,MSc Program in International Language Education,8.0,0.912,,,,,90.74,85.41,85.99,85.99,,,,,93.52,88.64,88.98,88.98
18-19,FALL,Dept,SHSS,SOSC,Social Science,27.0,0.527,84.38,77.47,77.37,77.44,95.59,82.56,86.25,77.79,93.75,79.28,83.24,82.16,98.53,88.37,91.25,82.52
18-19,FALL,School,SSCI,-,-,260.0,0.528,80.56,69.74,66.84,68.28,88.8,89.01,89.84,71.64,83.45,73.39,70.55,71.91,89.86,91.35,91.74,75.03
18-19,FALL,Dept,SSCI,CHMS,Analytical Chemistry,4.0,0.38,,,,,,91.45,91.45,91.45,,,,,,93.2,93.2,93.2
18-19,FALL,Dept,SSCI,CHEM,Chemistry,44.0,0.505,83.33,71.01,67.99,70.19,84.29,94.17,88.85,71.16,85.85,74.41,73.11,74.33,88.57,97.5,92.69,75.28
18-19,FALL,Dept,SSCI,ENTR-SSCI,Entrepreneurship,1.0,0.532,,71.0,,71.0,,,,71.0,,85.0,,85.0,,,,85.0
18-19,FALL,Dept,SSCI,LIFS,Life Science,30.0,0.502,89.06,68.07,69.59,69.67,86.58,85.0,85.62,72.23,90.63,70.99,72.61,72.67,86.45,87.1,86.84,74.95
18-19,FALL,Dept,SSCI,MAED,MSc Program in Mathematics for Educators,4.0,0.775,,,,,98.08,92.86,93.84,93.84,,,,,98.08,95.98,96.38,96.38
18-19,FALL,Dept,SSCI,MATH,Mathematics,95.0,0.532,83.82,68.05,65.08,66.83,92.99,91.84,92.37,68.25,85.0,70.96,68.98,70.2,93.07,94.21,93.68,71.52
18-19,FALL,Dept,SSCI,NANO,NANO Science and Technology,3.0,0.857,,,,,84.72,,84.72,84.72,,,,,91.67,,91.67,91.67
18-19,FALL,Dept,SSCI,OCES,Ocean Science,12.0,0.531,72.12,68.03,,69.25,,87.12,87.12,80.95,75.0,71.31,,72.41,,89.77,89.77,84.77
18-19,FALL,Dept,SSCI,PHYS,Physics,54.0,0.599,76.97,73.72,62.44,66.91,90.85,89.47,90.37,68.37,81.7,80.57,67.32,71.84,93.31,93.42,93.35,73.04
18-19,FALL,Dept,SSCI,SCIE,School of Science,4.0,0.602,87.5,71.26,,73.47,,,,73.47,87.5,73.47,,75.85,,,,75.85
18-19,FALL,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),11.0,0.492,,,,,95.45,94.0,94.55,94.55,,,,,97.73,96.6,96.65,96.65
18-19,FALL,School,LANG/LABU/LAGR,-,-,412.0,0.786,74.81,84.52,,75.36,90.03,95.45,90.63,76.41,84.4,89.49,,84.69,93.95,97.16,94.3,85.35
18-19,FALL,Dept,LANG/LABU/LAGR,LANG,Language,359.0,0.787,74.79,84.52,,75.43,90.03,95.45,90.63,76.62,84.48,89.49,,84.8,93.95,97.16,94.3,85.55
18-19,FALL,Dept,LANG/LABU/LAGR,LABU,Language for Business,53.0,0.784,74.9,,,74.9,,,,74.9,83.94,,,83.94,,,,83.94
18-19,FALL,School,IPO,-,-,34.0,0.666,75.51,66.78,,68.96,89.19,86.44,86.65,78.75,80.93,74.48,,76.1,92.57,90.61,90.76,84.26
18-19,FALL,Dept,IPO,ENVR,Environment and Sustainability,18.0,0.659,83.46,65.33,,69.46,86.36,82.37,82.78,72.96,87.5,72.9,,76.28,86.36,89.21,88.92,79.63
18-19,FALL,Dept,IPO,EVSM,Environmental Science and Management,3.0,0.694,,,,,,86.96,86.96,86.96,,,,,,88.31,88.31,88.31
18-19,FALL,Dept,IPO,PPOL,Public Policy,7.0,0.756,,,,,90.38,88.17,88.46,88.46,,,,,95.19,93.93,94.1,94.1
18-19,FALL,Dept,IPO,RMBI,Risk Management and Business Intelligence,5.0,0.5,48.61,71.92,,66.87,,,,66.87,61.11,80.0,,75.9,,,,75.9
18-19,FALL,Dept,IPO,TEMG,Technology and Management,1.0,0.706,70.83,,,70.83,,,,70.83,72.73,,,72.73,,,,72.73
18-19,FALL,School,OTHERS,-,-,8.0,0.613,87.96,82.5,,86.01,,,,86.01,89.35,85.83,,88.1,,,,88.1
18-19,FALL,Dept,OTHERS,DSTO,Dean of Students' Office,1.0,0.727,,89.06,,89.06,,,,89.06,,95.31,,95.31,,,,95.31
18-19,FALL,Dept,OTHERS,UCE,Undergraduate Core Education,7.0,0.591,87.96,75.0,,85.29,,,,85.29,89.35,75.0,,86.4,,,,86.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Key:,,,,,,,,,,,,,,,,,,,,,,,
UG(Small): Undergraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
UG(Medium): Undergraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
UG(Large): Undergraduate courses with enrolment over 100,,,,,,,,,,,,,,,,,,,,,,,
UG Mean: Mean of responses of all UG courses,,,,,,,,,,,,,,,,,,,,,,,
PG(Small): Postgraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
PG(Medium): Postgraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
PG Mean: Mean of responses of all PG courses,,,,,,,,,,,,,,,,,,,,,,,
"If there is no entry, there were no classes of the type indicated.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report prepared by OIR,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
