Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - UG (Small),Course Overall - UG (Medium),Course Overall - UG (Large),Course Overall - UG Mean,Course Overall - PG (Small),Course Overall - PG (Medium),Course Overall - PG Mean,Course Overall - Overall,Instructor Overall - UG (Small),Instructor Overall - UG (Medium),Instructor Overall - UG (Large),Instructor Overall - UG Mean,Instructor Overall - PG (Small),Instructor Overall - PG (Medium),Instructor Overall - PG Mean,Instructor Overall - Overall
24-25,SPRING,Dept,SBM,SBMT,School of Business and Management,10.0,0.499,4.0,,,4.0,4.0,4.5,4.44,4.44,4.0,,,4.0,4.1,4.64,4.59,4.58
24-25,SPRING,Dept,SBM,SBMT-SBM,School of Business and Management-SENG,1.0,0.529,,,,,,4.86,4.86,4.86,,,,,,4.84,4.84,4.84
24-25,SPRING,School,SENG,-,-,336.0,0.332,4.45,4.1,3.95,4.05,4.64,4.64,4.64,4.3,4.5,4.19,4.02,4.12,4.71,4.66,4.67,4.34
24-25,SPRING,Dept,SENG,CENG,Chemical and Biological Engineering,23.0,0.533,4.08,3.84,4.28,4.09,4.63,4.71,4.68,4.24,4.25,3.98,4.46,4.26,4.74,4.68,4.7,4.37
24-25,SPRING,Dept,SENG,CIEM,Civil Infrastructural Engineering and Management,8.0,0.223,,,,,5.0,4.46,4.47,4.47,,,,,5.0,4.47,4.47,4.47
24-25,SPRING,Dept,SENG,CIVL,Civil and Environmental Engineering,31.0,0.299,4.6,3.97,3.94,3.97,4.61,4.71,4.64,4.02,4.75,3.9,4.0,3.99,4.64,4.88,4.69,4.03
24-25,SPRING,Dept,SENG,COMP,Computer Science and Engineering,73.0,0.339,4.34,4.14,4.14,4.15,4.58,4.68,4.67,4.24,4.2,4.32,4.38,4.34,4.68,4.69,4.69,4.4
24-25,SPRING,Dept,SENG,ELEC,Electronic and Computer Engineering,43.0,0.306,4.41,4.19,3.9,4.03,4.77,4.73,4.75,4.25,4.54,4.25,3.93,4.06,4.83,4.71,4.74,4.29
24-25,SPRING,Dept,SENG,ENEG,Energy Technology,1.0,0.625,4.6,,,4.6,,,,4.6,4.6,,,4.6,,,,4.6
24-25,SPRING,Dept,SENG,EEMT,Engineering Enterprise Management,5.0,0.44,,,,,,4.66,4.66,4.66,,,,,,4.72,4.72,4.72
24-25,SPRING,Dept,SENG,ENTR-SENG,Entrepreneurship,4.0,0.404,4.36,4.44,,4.4,,,,4.4,4.5,4.44,,4.48,,,,4.48
24-25,SPRING,Dept,SENG,IEDA,Industrial Engineering and Decision Analytics,19.0,0.315,4.39,3.91,3.9,3.96,4.83,4.63,4.68,4.02,4.52,3.93,4.1,4.05,4.83,4.69,4.73,4.11
24-25,SPRING,Dept,SENG,CSIT,Information Technology,8.0,0.34,,,,,4.33,4.77,4.75,4.75,,,,,4.5,4.8,4.79,4.79
24-25,SPRING,Dept,SENG,IBTM,Intelligent Building Technology and Management,7.0,0.318,,,,,4.76,4.57,4.59,4.59,,,,,4.76,4.58,4.6,4.6
24-25,SPRING,Dept,SENG,MFIT-SENG,MSc Program in Financial Technology,10.0,0.218,,,,,5.0,4.75,4.75,4.75,,,,,5.0,4.81,4.81,4.81
24-25,SPRING,Dept,SENG,BEHI,MSc in Biomolecular Engineering and Health Informatics,5.0,0.44,,,,,5.0,4.57,4.61,4.61,,,,,5.0,4.51,4.56,4.56
24-25,SPRING,Dept,SENG,MCEE,MSc in Chemical and Energy Engineering,7.0,0.52,,,,,4.78,4.79,4.79,4.79,,,,,4.78,4.79,4.79,4.79
24-25,SPRING,Dept,SENG,MECH,Mechanical Engineering,29.0,0.325,4.8,4.12,3.86,4.13,4.33,4.78,4.7,4.24,4.8,4.14,4.0,4.16,4.4,4.78,4.71,4.27
24-25,SPRING,Dept,SENG,ENGG,School of Engineering,12.0,0.221,4.55,4.33,3.48,3.77,,,,3.77,4.51,4.36,3.6,3.81,,,,3.81
24-25,SPRING,Dept,SENG,SBMT-SENG,School of Engineering-SBMT,1.0,0.529,,,,,,4.86,4.86,4.86,,,,,,4.84,4.84,4.84
24-25,SPRING,Dept,SENG,EESM,Self-Financed Electrical and Electronic Engineering Postgraduate Programs,18.0,0.322,,,,,4.25,4.51,4.5,4.5,,,,,4.42,4.6,4.6,4.6
24-25,SPRING,Dept,SENG,JEVE,"Self-Financed Graduate Diploma and MSc Program in Environmental Engineering, and Environmental Science",7.0,0.427,,,,,4.67,4.4,4.41,4.41,,,,,4.67,4.39,4.4,4.4
24-25,SPRING,Dept,SENG,MSBD,Self-Financed MSc Program in Big Data Technology,10.0,0.36,,,,,4.0,4.61,4.6,4.6,,,,,4.0,4.62,4.61,4.61
24-25,SPRING,Dept,SENG,MESF,Self-Financed MSc Program in Mechanical Engineering,5.0,0.514,,,,,,4.68,4.68,4.68,,,,,,4.71,4.71,4.71
24-25,SPRING,Dept,SENG,AESF,Self-Financed Mechanical and Aerospace Engineering Postgraduate Programs,10.0,0.323,,,,,4.0,4.58,4.57,4.57,,,,,4.67,4.68,4.68,4.68
24-25,SPRING,School,SHSS,-,-,116.0,0.371,4.59,4.05,4.14,4.09,4.79,4.69,4.71,4.29,4.75,4.18,4.27,4.22,4.83,4.71,4.73,4.39
24-25,SPRING,Dept,SHSS,HUMA,Humanities,47.0,0.335,4.75,3.98,4.14,4.03,4.83,4.37,4.63,4.1,4.73,4.13,4.33,4.19,4.88,4.4,4.68,4.24
24-25,SPRING,Dept,SHSS,HMMA,MA Program in Chinese Culture,1.0,0.909,,,,,5.0,,5.0,5.0,,,,,5.0,,5.0,5.0
24-25,SPRING,Dept,SHSS,MGCS,MSc Program in Global China Studies,11.0,0.649,,,,,4.83,4.8,4.8,4.8,,,,,4.83,4.81,4.81,4.81
24-25,SPRING,Dept,SHSS,MILE,MSc Program in International Language Education,12.0,0.794,,,,,4.8,4.63,4.65,4.65,,,,,4.81,4.66,4.68,4.68
24-25,SPRING,Dept,SHSS,MASS,Master of Arts in Social Science,8.0,0.55,,,,,,4.72,4.72,4.72,,,,,,4.74,4.74,4.74
24-25,SPRING,Dept,SHSS,HSS,School of Humanities & Social Science,1.0,0.25,5.0,,,5.0,,,,5.0,4.83,,,4.83,,,,4.83
24-25,SPRING,Dept,SHSS,SOSC,Social Science,36.0,0.306,4.14,4.25,4.14,4.18,4.61,4.42,4.56,4.2,4.71,4.31,4.24,4.27,4.69,4.58,4.67,4.29
24-25,SPRING,School,SSCI,-,-,254.0,0.363,4.34,4.1,3.96,4.04,4.61,4.62,4.62,4.17,4.42,4.19,4.04,4.11,4.63,4.65,4.65,4.25
24-25,SPRING,Dept,SSCI,CHMS,Analytical Chemistry,6.0,0.435,,,,,,4.66,4.66,4.66,,,,,,4.75,4.75,4.75
24-25,SPRING,Dept,SSCI,BTEC,Biotechnology,7.0,0.426,,,,,4.88,4.47,4.53,4.53,,,,,4.81,4.58,4.6,4.6
24-25,SPRING,Dept,SSCI,BIBU-SSCI,Biotechnology and Business,1.0,0.784,,3.66,,3.66,,,,3.66,,4.28,,4.28,,,,4.28
24-25,SPRING,Dept,SSCI,CHEM,Chemistry,40.0,0.41,4.36,4.13,4.05,4.11,3.8,4.81,4.32,4.12,4.43,4.2,3.97,4.09,3.73,4.88,4.32,4.1
24-25,SPRING,Dept,SSCI,DASC,Data Analytics in Science,7.0,0.33,4.5,3.85,,3.9,,,,3.9,4.5,3.98,,4.03,,,,4.03
24-25,SPRING,Dept,SSCI,ENTR-SSCI,Entrepreneurship,4.0,0.404,4.36,4.44,,4.4,,,,4.4,4.5,4.44,,4.48,,,,4.48
24-25,SPRING,Dept,SSCI,LIFS,Life Science,27.0,0.365,4.56,4.12,3.94,3.99,4.56,4.61,4.6,4.07,4.58,4.13,4.05,4.07,4.59,4.66,4.64,4.22
24-25,SPRING,Dept,SSCI,MFIT-SSCI,MSc Program in Financial Technology,10.0,0.218,,,,,5.0,4.75,4.75,4.75,,,,,5.0,4.81,4.81,4.81
24-25,SPRING,Dept,SSCI,MAED,MSc Program in Mathematics for Educators,6.0,0.628,,,,,4.92,4.64,4.66,4.66,,,,,5.0,4.67,4.7,4.7
24-25,SPRING,Dept,SSCI,MSDM,MSc in Data-Driven Modeling Program,6.0,0.25,,,,,4.67,4.38,4.4,4.4,,,,,5.0,4.38,4.4,4.4
24-25,SPRING,Dept,SSCI,DRAP,MSc in Drug Regulatory Affairs and Policy,4.0,0.163,,,,,,4.64,4.64,4.64,,,,,,4.77,4.77,4.77
24-25,SPRING,Dept,SSCI,MATH,Mathematics,63.0,0.319,3.87,4.06,3.89,3.97,4.58,4.59,4.59,4.02,3.93,4.15,4.03,4.08,4.58,4.62,4.61,4.12
24-25,SPRING,Dept,SSCI,NANO,NANO Science and Technology,1.0,0.571,,,,,5.0,,5.0,5.0,,,,,4.75,,4.75,4.75
24-25,SPRING,Dept,SSCI,OCES,Ocean Science,26.0,0.601,4.33,4.29,4.02,4.12,4.71,4.69,4.7,4.33,4.46,4.31,4.1,4.16,4.75,4.67,4.69,4.27
24-25,SPRING,Dept,SSCI,PHYS,Physics,33.0,0.341,4.3,4.12,4.01,4.07,4.36,4.72,4.61,4.09,4.27,4.27,4.13,4.2,4.55,4.76,4.69,4.22
24-25,SPRING,Dept,SSCI,SCIE,School of Science,5.0,0.274,4.59,4.29,3.79,4.1,,,,4.1,4.53,4.29,3.8,4.1,,,,4.1
24-25,SPRING,Dept,SSCI,CSIC,Scientific Computation,1.0,0.44,,,,,,4.73,4.73,4.73,,,,,,4.82,4.82,4.82
24-25,SPRING,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),7.0,0.238,,,,,,4.4,4.4,4.4,,,,,,4.37,4.37,4.37
24-25,SPRING,School,LANG/LABU/LAGR,-,-,358.0,0.483,3.9,3.75,,3.87,4.75,4.7,4.71,3.96,4.28,4.08,,4.23,4.8,4.8,4.8,4.28
24-25,SPRING,Dept,LANG/LABU/LAGR,LANG,Language,327.0,0.497,3.89,3.78,,3.88,4.75,4.7,4.71,3.97,4.27,4.06,,4.23,4.8,4.8,4.8,4.28
24-25,SPRING,Dept,LANG/LABU/LAGR,LABU,Language for Business,31.0,0.349,4.32,3.71,,3.85,,,,3.85,4.74,4.16,,4.29,,,,4.29
24-25,SPRING,School,AIS,-,-,93.0,0.509,4.57,4.17,4.25,4.23,4.74,4.51,4.52,4.4,4.66,4.33,4.2,4.34,4.72,4.57,4.57,4.47
24-25,SPRING,Dept,AIS,CTDL,Critical Thinking and Data Literacy,2.0,0.329,,4.0,4.03,4.02,,,,4.02,,4.17,4.11,4.12,,,,4.12
24-25,SPRING,Dept,AIS,EMIA,Division of Emerging Interdisciplinary Areas,17.0,0.607,4.52,4.1,,4.25,4.66,4.67,4.66,4.4,4.62,4.38,,4.48,4.74,4.73,4.74,4.57
24-25,SPRING,Dept,AIS,ENVR,Environment and Sustainability,23.0,0.449,4.5,3.91,4.43,4.0,4.89,4.44,4.46,4.19,4.67,4.08,4.52,4.16,4.89,4.53,4.54,4.34
24-25,SPRING,Dept,AIS,EVSM,Environmental Science and Management,3.0,0.437,,,,,,4.46,4.33,4.33,,,,,,4.63,4.48,4.48
24-25,SPRING,Dept,AIS,ISDN,Integrative Systems and Design,16.0,0.516,4.69,4.43,,4.48,5.0,4.91,4.93,4.62,4.73,4.53,,4.56,5.0,4.93,4.95,4.68
24-25,SPRING,Dept,AIS,AISC,Interdisciplinary Studies,1.0,0.484,,4.73,,4.73,,,,4.73,,4.73,,4.73,,,,4.73
24-25,SPRING,Dept,AIS,PPOL,Public Policy,24.0,0.625,,4.71,,4.71,4.63,4.51,4.51,4.52,,4.63,,4.63,4.5,4.55,4.55,4.55
24-25,SPRING,Dept,AIS,MTLE,Self-Financed MSc Program in Technology Leadership and Entrepreneurship,2.0,0.273,,,,,,4.38,4.38,4.38,,,,,,4.38,4.38,4.38
24-25,SPRING,Dept,AIS,TEMG,Technology and Management,3.0,0.444,4.43,4.6,,4.56,,,,4.56,4.71,4.78,,4.77,,,,4.77
24-25,SPRING,Dept,AIS,UTOP,Undergraduate Teaching Opportunities,1.0,0.548,,4.12,,4.12,,,,4.12,,4.41,,4.41,,,,4.41
24-25,SPRING,School,OTHERS,-,-,5.0,0.513,4.56,4.67,,4.63,,4.63,4.63,4.63,4.67,4.55,,4.57,,4.7,4.7,4.65
24-25,SPRING,Dept,OTHERS,CEI,Center for Education Innovation,2.0,0.582,,,,,,4.63,4.63,4.63,,,,,,4.7,4.7,4.7
24-25,SPRING,Dept,OTHERS,DSTO,Dean of Students' Office,2.0,0.35,,4.67,,4.67,,,,4.67,,4.55,,4.55,,,,4.55
24-25,SPRING,Dept,OTHERS,UROP,Undergraduate Research Opportunities Program,1.0,0.6,4.56,,,4.56,,,,4.56,4.67,,,4.67,,,,4.67
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Key:,,,,,,,,,,,,,,,,,,,,,,,
Small UG: Undergraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium UG: Undergraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
Large UG: Undergraduate courses with enrolment over 100,,,,,,,,,,,,,,,,,,,,,,,
UG Mean: Mean of responses of all UG courses,,,,,,,,,,,,,,,,,,,,,,,
Small PG: Postgraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium PG: Postgraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
PG Mean: Mean of responses of all PG courses,,,,,,,,,,,,,,,,,,,,,,,
Overall: Mean of responses of all courses,,,,,,,,,,,,,,,,,,,,,,,
"If there is no entry, there were no classes of the type indicated.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report prepared by Academic Quality Advancement Team,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
