Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - UG (Small),Course Overall - UG (Medium),Course Overall - UG (Large),Course Overall - UG Mean,Course Overall - PG (Small),Course Overall - PG (Medium),Course Overall - PG Mean,Course Overall - Overall,Instructor Overall - UG (Small),Instructor Overall - UG (Medium),Instructor Overall - UG (Large),Instructor Overall - UG Mean,Instructor Overall - PG (Small),Instructor Overall - PG (Medium),Instructor Overall - PG Mean,Instructor Overall - Overall
22-23,SPRING,Dept,SBM,WBBA,SF Program in World Business,1.0,0.78,,3.94,,3.94,,,,3.94,,4.09,,4.09,,,,4.09
22-23,SPRING,Dept,SBM,SBMT,School of Business and Management,7.0,0.545,4.67,,,4.67,4.45,4.38,4.39,4.4,4.17,,,4.17,4.55,4.48,4.49,4.47
22-23,SPRING,School,SENG,-,-,231.0,0.426,4.27,4.01,3.94,4.01,4.61,4.59,4.6,4.1,4.41,4.17,4.06,4.14,4.68,4.64,4.65,4.22
22-23,SPRING,Dept,SENG,CENG,Chemical and Biological Engineering,21.0,0.542,4.02,3.65,3.99,3.85,4.4,4.63,4.55,3.97,4.26,3.94,4.15,4.09,4.52,4.69,4.64,4.18
22-23,SPRING,Dept,SENG,CIVL,Civil and Environmental Engineering,30.0,0.388,4.12,3.8,3.91,3.91,4.71,,4.71,3.94,4.5,3.77,3.97,3.96,4.74,,4.74,3.98
22-23,SPRING,Dept,SENG,COMP,Computer Science and Engineering,64.0,0.408,4.6,4.08,4.27,4.11,4.7,4.53,4.56,4.17,5.0,4.3,4.6,4.34,4.88,4.56,4.62,4.38
22-23,SPRING,Dept,SENG,ELEC,Electronic and Computer Engineering,43.0,0.442,4.39,4.06,4.03,4.06,4.6,4.63,4.62,4.19,4.47,4.12,4.13,4.14,4.69,4.72,4.71,4.29
22-23,SPRING,Dept,SENG,ENEG,Energy Technology,1.0,0.143,,,,,5.0,,5.0,5.0,,,,,5.0,,5.0,5.0
22-23,SPRING,Dept,SENG,ENTR-SENG,Entrepreneurship,2.0,0.388,,4.42,,4.42,,,,4.42,,4.26,,4.26,,,,4.26
22-23,SPRING,Dept,SENG,IEDA,Industrial Engineering and Decision Analytics,17.0,0.395,3.88,3.79,4.02,3.85,4.71,4.41,4.5,3.9,4.0,4.0,4.2,4.04,4.86,4.29,4.46,4.08
22-23,SPRING,Dept,SENG,ISDN,Integrative Systems and Design,15.0,0.476,4.67,4.1,,4.37,,4.71,4.71,4.41,4.68,4.41,,4.52,,4.71,4.71,4.54
22-23,SPRING,Dept,SENG,MECH,Mechanical Engineering,28.0,0.51,4.2,3.91,3.26,3.77,4.57,4.88,4.66,3.86,4.23,4.08,3.53,3.96,4.48,4.88,4.59,4.02
22-23,SPRING,Dept,SENG,PDEV-SENG,Professional Development for SENG,1.0,0.296,,,,,,,4.59,4.59,,,,,,,4.61,4.61
22-23,SPRING,Dept,SENG,ENGG,School of Engineering,9.0,0.475,4.43,4.34,,4.35,,,,4.35,4.14,4.39,,4.37,,,,4.37
22-23,SPRING,School,SHSS,-,-,146.0,0.516,4.23,4.07,4.04,4.08,4.68,4.53,4.54,4.26,4.27,4.15,4.21,4.18,4.73,4.53,4.55,4.33
22-23,SPRING,Dept,SHSS,HUMA,Humanities,74.0,0.485,4.22,4.03,3.94,4.04,4.61,4.65,4.64,4.11,4.25,4.09,4.16,4.14,4.74,4.67,4.68,4.2
22-23,SPRING,Dept,SHSS,HMMA,MA Program in Chinese Culture,3.0,0.881,,,,,,4.73,4.73,4.73,,,,,,4.78,4.78,4.78
22-23,SPRING,Dept,SHSS,MGCS,MSc Program in Global China Studies,19.0,0.732,,,,,4.76,4.57,4.58,4.58,,,,,4.76,4.63,4.63,4.63
22-23,SPRING,Dept,SHSS,MILE,MSc Program in International Language Education,10.0,0.894,,,,,4.71,4.17,4.27,4.27,,,,,4.71,4.11,4.24,4.24
22-23,SPRING,Dept,SHSS,MASS,Master of Arts in Social Science,5.0,0.591,,,,,,4.66,4.66,4.66,,,,,,4.68,4.68,4.68
22-23,SPRING,Dept,SHSS,HSS,School of Humanities & Social Science,1.0,0.7,4.57,,,4.57,,,,4.57,4.57,,,4.57,,,,4.57
22-23,SPRING,Dept,SHSS,SOSC,Social Science,34.0,0.399,4.5,4.12,4.18,4.14,4.65,,4.65,4.16,4.5,4.23,4.28,4.24,4.74,,4.74,4.26
22-23,SPRING,School,SSCI,-,-,228.0,0.463,4.22,3.86,3.72,3.81,4.5,4.43,4.44,3.94,4.21,4.03,3.87,3.95,4.57,4.48,4.5,4.07
22-23,SPRING,Dept,SSCI,CHMS,Analytical Chemistry,6.0,0.582,,,,,,4.11,4.11,4.11,,,,,,4.21,4.21,4.21
22-23,SPRING,Dept,SSCI,BIBU-SSCI,Biotechnology and Business,1.0,0.216,,3.75,,3.75,,,,3.75,,4.38,,4.38,,,,4.38
22-23,SPRING,Dept,SSCI,CHEM,Chemistry,44.0,0.485,4.27,3.89,3.66,3.82,4.63,4.68,4.67,3.86,4.28,4.02,3.75,3.88,4.63,4.76,4.72,3.91
22-23,SPRING,Dept,SSCI,DASC,Data Analytics in Science,3.0,0.481,,3.35,,3.35,,,,3.35,,3.57,,3.57,,,,3.57
22-23,SPRING,Dept,SSCI,ENTR-SSCI,Entrepreneurship,2.0,0.388,,4.42,,4.42,,,,4.42,,4.26,,4.26,,,,4.26
22-23,SPRING,Dept,SSCI,LIFS,Life Science,28.0,0.442,4.0,4.01,3.87,3.92,4.4,4.57,4.54,4.01,3.88,4.12,3.94,4.01,4.64,4.59,4.6,4.18
22-23,SPRING,Dept,SSCI,MAED,MSc Program in Mathematics for Educators,6.0,0.623,,,,,5.0,4.56,4.59,4.59,,,,,5.0,4.58,4.61,4.61
22-23,SPRING,Dept,SSCI,MSDM,MSc in Data-Driven Modeling Program,6.0,0.555,,,,,4.43,4.09,4.15,4.15,,,,,4.55,4.29,4.34,4.34
22-23,SPRING,Dept,SSCI,MATH,Mathematics,58.0,0.421,4.12,3.75,3.67,3.72,4.67,4.83,4.76,3.78,4.12,3.93,3.95,3.95,4.74,4.81,4.78,3.99
22-23,SPRING,Dept,SSCI,NANO,NANO Science and Technology,2.0,0.682,,,,,4.53,,4.53,4.53,,,,,4.48,,4.48,4.48
22-23,SPRING,Dept,SSCI,OCES,Ocean Science,22.0,0.519,4.13,3.94,3.74,3.83,4.15,4.41,4.36,4.02,4.15,4.07,3.78,3.91,4.43,4.48,4.46,4.01
22-23,SPRING,Dept,SSCI,PHYS,Physics,35.0,0.475,4.22,3.9,3.66,3.84,4.45,4.56,4.49,3.87,4.22,4.04,3.98,4.03,4.4,4.75,4.5,4.05
22-23,SPRING,Dept,SSCI,SCIE,School of Science,5.0,0.447,4.27,4.21,3.9,4.1,,,,4.1,4.16,4.38,3.94,4.11,,,,4.11
22-23,SPRING,Dept,SSCI,CSIC,Scientific Computation,1.0,0.688,,,,,4.73,,4.73,4.73,,,,,4.82,,4.82,4.82
22-23,SPRING,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),9.0,0.368,,,,,4.13,4.61,4.59,4.59,,,,,4.38,4.61,4.6,4.6
22-23,SPRING,School,LANG/LABU/LAGR,-,-,357.0,0.584,3.76,3.77,,3.76,4.63,4.73,4.65,3.81,4.21,4.27,,4.22,4.81,4.85,4.82,4.26
22-23,SPRING,Dept,LANG/LABU/LAGR,LANG,Language,306.0,0.593,3.72,3.77,,3.73,4.63,4.73,4.65,3.79,4.19,4.27,,4.2,4.81,4.85,4.82,4.24
22-23,SPRING,Dept,LANG/LABU/LAGR,LABU,Language for Business,51.0,0.529,3.94,,,3.94,,,,3.94,4.36,,,4.36,,,,4.36
22-23,SPRING,School,IPO,-,-,63.0,0.56,3.8,3.97,,3.95,4.41,4.4,4.4,4.21,4.11,4.16,,4.15,4.51,4.51,4.51,4.33
22-23,SPRING,Dept,IPO,EMIA,Division of Emerging Interdisciplinary Areas,6.0,0.607,3.0,2.8,,2.9,5.0,,5.0,3.09,3.53,2.87,,3.21,5.0,,5.0,3.37
22-23,SPRING,Dept,IPO,ENVR,Environment and Sustainability,28.0,0.559,4.34,4.01,,4.04,4.4,4.37,4.37,4.17,4.52,4.21,,4.23,4.4,4.44,4.43,4.31
22-23,SPRING,Dept,IPO,EVSM,Environmental Science and Management,4.0,0.533,,,,,4.0,4.15,4.13,4.13,,,,,4.5,4.29,4.31,4.31
22-23,SPRING,Dept,IPO,CORE_IPO,IPO CORE courses,4.0,0.551,,3.92,,3.92,,,,3.92,,4.07,,4.07,,,,4.07
22-23,SPRING,Dept,IPO,IDPO,Interdisciplinary Programs Office,1.0,0.471,4.63,,,4.63,,,,4.63,4.63,,,4.63,,,,4.63
22-23,SPRING,Dept,IPO,PPOL,Public Policy,18.0,0.55,4.33,4.41,,4.39,,4.47,4.47,4.46,4.5,4.53,,4.52,,4.58,4.58,4.58
22-23,SPRING,Dept,IPO,TEMG,Technology and Management,2.0,0.759,,4.44,,4.44,,,,4.44,,4.69,,4.69,,,,4.69
22-23,SPRING,School,OTHERS,-,-,4.0,0.61,,4.75,,4.75,,4.56,4.56,4.61,,4.7,,4.7,,4.78,4.78,4.75
22-23,SPRING,Dept,OTHERS,CEI,Center for Education Innovation,2.0,0.775,,,,,,4.56,4.56,4.56,,,,,,4.78,4.78,4.78
22-23,SPRING,Dept,OTHERS,DSTO,Dean of Students' Office,2.0,0.385,,4.75,,4.75,,,,4.75,,4.7,,4.7,,,,4.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Key:,,,,,,,,,,,,,,,,,,,,,,,
Small UG: Undergraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium UG: Undergraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
Large UG: Undergraduate courses with enrolment over 100,,,,,,,,,,,,,,,,,,,,,,,
UG Mean: Mean of responses of all UG courses,,,,,,,,,,,,,,,,,,,,,,,
Small PG: Postgraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium PG: Postgraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
PG Mean: Mean of responses of all PG courses,,,,,,,,,,,,,,,,,,,,,,,
Overall: Mean of responses of all courses,,,,,,,,,,,,,,,,,,,,,,,
"If there is no entry, there were no classes of the type indicated.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report prepared by SEA,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
