Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - UG (Small),Course Overall - UG (Medium),Course Overall - UG (Large),Course Overall - UG Mean,Course Overall - PG (Small),Course Overall - PG (Medium),Course Overall - PG Mean,Course Overall - Overall,Instructor Overall - UG (Small),Instructor Overall - UG (Medium),Instructor Overall - UG (Large),Instructor Overall - UG Mean,Instructor Overall - PG (Small),Instructor Overall - PG (Medium),Instructor Overall - PG Mean,Instructor Overall - Overall
21-22,FALL,Dept,SBM,MGMT,Management,58.0,0.419,,4.03,,4.03,4.69,4.14,4.16,4.06,,4.2,,4.2,4.69,4.18,4.2,4.2
21-22,FALL,Dept,SBM,MARK,Marketing,32.0,0.458,,4.1,,4.1,4.39,3.96,4.0,4.07,,4.19,,4.19,4.43,4.05,4.09,4.15
21-22,FALL,Dept,SBM,RMBI,Risk Management and Business Intelligence,3.0,0.415,4.78,4.33,,4.48,,,,4.48,4.89,4.28,,4.48,,,,4.48
21-22,FALL,Dept,SBM,WBBA,SF Program in World Business,2.0,0.63,,4.0,,4.0,,,,4.0,,3.98,,3.98,,,,3.98
21-22,FALL,Dept,SBM,SBMT,School of Business and Management,2.0,0.547,,,,,,4.0,4.0,4.0,,,,,,3.91,3.91,3.91
21-22,FALL,School,SENG,-,-,225.0,0.444,4.43,4.07,3.99,4.05,4.74,4.48,4.55,4.13,4.51,4.17,4.09,4.15,4.75,4.49,4.57,4.22
21-22,FALL,Dept,SENG,CENG,Chemical and Biological Engineering,21.0,0.474,4.38,3.99,3.58,3.91,4.36,4.57,4.53,4.0,4.38,4.13,3.71,4.04,4.45,4.49,4.48,4.11
21-22,FALL,Dept,SENG,CIVL,Civil and Environmental Engineering,35.0,0.434,4.29,4.17,3.93,3.97,4.75,4.57,4.66,4.08,4.29,4.23,4.01,4.05,4.8,4.52,4.66,4.14
21-22,FALL,Dept,SENG,COMP,Computer Science and Engineering,63.0,0.439,4.47,4.21,4.2,4.21,4.44,4.34,4.35,4.23,4.44,4.33,4.42,4.34,4.44,4.35,4.36,4.34
21-22,FALL,Dept,SENG,ELEC,Electronic and Computer Engineering,38.0,0.442,4.62,4.07,3.99,4.06,4.86,4.69,4.72,4.15,4.62,4.1,4.11,4.12,4.86,4.68,4.7,4.22
21-22,FALL,Dept,SENG,ENEG,Energy Technology,3.0,0.377,4.8,4.25,,4.56,4.75,,4.75,4.62,4.9,4.38,,4.67,4.63,,4.63,4.65
21-22,FALL,Dept,SENG,ENTR-SENG,Entrepreneurship,2.0,0.415,,4.23,,4.23,,,,4.23,,4.45,,4.45,,,,4.45
21-22,FALL,Dept,SENG,IEDA,Industrial Engineering and Decision Analytics,17.0,0.404,4.33,3.96,4.28,4.09,4.73,,4.73,4.16,4.43,4.01,4.28,4.13,4.77,,4.77,4.21
21-22,FALL,Dept,SENG,ISDN,Integrative Systems and Design,10.0,0.452,4.0,3.79,,3.82,,,,3.82,4.38,3.91,,3.98,,,,3.98
21-22,FALL,Dept,SENG,MECH,Mechanical Engineering,31.0,0.518,4.38,3.85,4.15,3.9,4.89,4.43,4.51,3.97,4.67,3.95,4.22,4.0,4.72,4.49,4.53,4.06
21-22,FALL,Dept,SENG,PDEV-SENG,Professional Development for SENG,1.0,0.313,,,,,,,4.57,4.57,,,,,,,4.63,4.63
21-22,FALL,Dept,SENG,ENGG,School of Engineering,4.0,0.533,4.71,3.86,,3.91,,,,3.91,4.71,3.99,,4.03,,,,4.03
21-22,FALL,School,SHSS,-,-,103.0,0.515,4.35,4.21,4.17,4.2,4.72,4.54,4.57,4.32,4.42,4.3,4.25,4.28,4.78,4.57,4.6,4.39
21-22,FALL,Dept,SHSS,HUMA,Humanities,38.0,0.456,4.58,4.2,4.07,4.16,4.85,4.81,4.82,4.24,4.64,4.28,4.2,4.26,4.93,4.83,4.86,4.33
21-22,FALL,Dept,SHSS,HMMA,MA Program in Chinese Culture,2.0,0.827,,,,,4.91,4.69,4.71,4.71,,,,,4.91,4.69,4.71,4.71
21-22,FALL,Dept,SHSS,MGCS,MSc Program in Global China Studies,8.0,0.748,,,,,4.88,4.55,4.56,4.56,,,,,4.88,4.55,4.57,4.57
21-22,FALL,Dept,SHSS,MILE,MSc Program in International Language Education,8.0,0.853,,,,,4.22,4.29,4.29,4.29,,,,,4.33,4.37,4.37,4.37
21-22,FALL,Dept,SHSS,MASS,Master of Arts in Social Science,6.0,0.565,,,,,4.63,4.76,4.74,4.74,,,,,4.68,4.8,4.78,4.78
21-22,FALL,Dept,SHSS,SOSC,Social Science,35.0,0.461,4.54,4.22,4.25,4.24,4.76,,4.76,4.26,4.69,4.32,4.3,4.31,4.8,,4.8,4.33
21-22,FALL,Dept,SHSS,HART,Studio Arts courses offered by HUMA,6.0,0.544,4.11,,,4.11,,,,4.11,4.16,,,4.16,,,,4.16
21-22,FALL,School,SSCI,-,-,243.0,0.482,4.32,4.03,3.88,3.93,4.63,4.49,4.51,4.05,4.42,4.09,3.94,3.99,4.67,4.53,4.54,4.11
21-22,FALL,Dept,SSCI,CHMS,Analytical Chemistry,4.0,0.216,,,,,,4.59,4.59,4.59,,,,,,4.69,4.69,4.69
21-22,FALL,Dept,SSCI,BIBU-SSCI,Biotechnology and Business,1.0,0.852,,4.0,,4.0,,,,4.0,,4.3,,4.3,,,,4.3
21-22,FALL,Dept,SSCI,CHEM,Chemistry,43.0,0.503,4.6,4.11,3.99,4.04,4.43,4.66,4.57,4.06,4.6,4.18,4.03,4.1,4.57,4.66,4.62,4.12
21-22,FALL,Dept,SSCI,ENTR-SSCI,Entrepreneurship,2.0,0.415,,4.23,,4.23,,,,4.23,,4.45,,4.45,,,,4.45
21-22,FALL,Dept,SSCI,ENVS,Environmental Science,5.0,0.661,,,,,,4.46,4.46,4.46,,,,,,4.52,4.52,4.52
21-22,FALL,Dept,SSCI,LIFS,Life Science,24.0,0.469,3.71,4.17,3.95,3.97,,4.49,4.49,4.08,4.29,4.28,3.98,4.0,,4.51,4.51,4.11
21-22,FALL,Dept,SSCI,MAED,MSc Program in Mathematics for Educators,5.0,0.815,,,,,4.73,4.53,4.54,4.54,,,,,4.73,4.56,4.56,4.56
21-22,FALL,Dept,SSCI,MSDM,MSc in Data-Driven Modeling Program,6.0,0.637,,,,,,4.35,4.35,4.35,,,,,,4.39,4.39,4.39
21-22,FALL,Dept,SSCI,MATH,Mathematics,91.0,0.468,4.53,3.95,3.79,3.85,4.8,4.7,4.73,3.9,4.73,3.98,3.88,3.92,4.78,4.72,4.74,3.97
21-22,FALL,Dept,SSCI,NANO,NANO Science and Technology,1.0,0.615,,,,,4.75,,4.75,4.75,,,,,4.88,,4.88,4.88
21-22,FALL,Dept,SSCI,OCES,Ocean Science,10.0,0.406,4.63,3.9,3.72,3.8,,4.53,4.53,3.82,4.75,3.88,3.72,3.8,,4.53,4.53,3.82
21-22,FALL,Dept,SSCI,PHYS,Physics,38.0,0.501,4.08,4.1,3.85,3.94,4.44,4.18,4.32,3.96,4.13,4.23,4.02,4.09,4.49,4.24,4.37,4.11
21-22,FALL,Dept,SSCI,SCIE,School of Science,3.0,0.412,4.2,4.02,,4.03,,,,4.03,4.2,4.01,,4.01,,,,4.01
21-22,FALL,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),9.0,0.428,,,,,,4.65,4.64,4.64,,,,,,4.67,4.66,4.66
21-22,FALL,School,LANG/LABU/LAGR,-,-,373.0,0.64,3.98,4.12,,4.01,4.69,4.83,4.7,4.08,4.34,4.41,,4.36,4.76,4.78,4.76,4.4
21-22,FALL,Dept,LANG/LABU/LAGR,LANG,Language,327.0,0.656,3.99,4.12,,4.02,4.69,4.83,4.7,4.09,4.35,4.41,,4.36,4.76,4.78,4.76,4.4
21-22,FALL,Dept,LANG/LABU/LAGR,LABU,Language for Business,46.0,0.521,3.95,,,3.95,,,,3.95,4.31,,,4.31,,,,4.31
21-22,FALL,School,IPO,-,-,50.0,0.599,4.44,4.18,,4.2,4.52,4.42,4.42,4.37,4.28,4.32,,4.32,4.63,4.47,4.48,4.44
21-22,FALL,Dept,IPO,ENVR,Environment and Sustainability,21.0,0.562,4.42,4.08,,4.09,4.64,4.26,4.32,4.18,4.0,4.26,,4.25,4.7,4.32,4.38,4.3
21-22,FALL,Dept,IPO,EVSM,Environmental Science and Management,3.0,0.669,,,,,,4.23,4.23,4.23,,,,,,4.26,4.26,4.26
21-22,FALL,Dept,IPO,IIMP,Individualized Interdisciplinary Major,5.0,0.529,,,,,4.44,4.33,4.35,4.35,,,,,4.59,4.4,4.43,4.43
21-22,FALL,Dept,IPO,IDPO,Interdisciplinary Programs Office,2.0,0.577,4.47,,,4.47,,,,4.47,4.47,,,4.47,,,,4.47
21-22,FALL,Dept,IPO,PPOL,Public Policy,17.0,0.681,,4.65,,4.65,,4.62,4.62,4.62,,4.65,,4.65,,4.65,4.65,4.65
21-22,FALL,Dept,IPO,TEMG,Technology and Management,2.0,0.698,4.44,4.69,,4.64,,,,4.64,4.33,4.63,,4.57,,,,4.57
21-22,FALL,School,OTHERS,-,-,9.0,0.709,,4.83,,4.83,,4.36,4.48,4.5,,4.86,,4.86,,4.53,4.61,4.62
21-22,FALL,Dept,OTHERS,CEI,Center for Education Innovation,7.0,0.74,,,,,,4.36,4.48,4.48,,,,,,4.53,4.61,4.61
21-22,FALL,Dept,OTHERS,DSTO,Dean of Students' Office,2.0,0.42,,4.83,,4.83,,,,4.83,,4.86,,4.86,,,,4.86
21-22,FALL,School,FUNHUB,-,-,1.0,1.0,,,,,4.83,,4.83,4.83,,,,,4.83,,4.83,4.83
21-22,FALL,Dept,FUNHUB,EOAS,"Earth, Ocean and Atmospheric Sciences",1.0,1.0,,,,,4.83,,4.83,4.83,,,,,4.83,,4.83,4.83
21-22,FALL,School,INFHUB,-,-,10.0,0.667,,,,,4.67,4.33,4.42,4.42,,,,,4.74,4.43,4.51,4.51
21-22,FALL,Dept,INFHUB,CMAA,Computational Media and Arts,4.0,0.796,,,,,4.7,,4.7,4.7,,,,,4.79,,4.79,4.79
21-22,FALL,Dept,INFHUB,DSAA,Data Science and Analytics,4.0,0.594,,,,,4.5,4.33,4.42,4.42,,,,,4.55,4.39,4.47,4.47
21-22,FALL,Dept,INFHUB,INFH,Information Hub Core Course,1.0,0.653,,,,,,4.34,4.34,4.34,,,,,,4.43,4.43,4.43
21-22,FALL,Dept,INFHUB,IOTA,Internet of Things,1.0,0.875,,,,,5.0,,5.0,5.0,,,,,5.0,,5.0,5.0
21-22,FALL,School,SOCHUB,-,-,10.0,0.77,,,,,4.46,3.47,4.11,4.11,,,,,4.56,4.03,4.37,4.37
21-22,FALL,Dept,SOCHUB,FTEC,Financial Technology,3.0,0.619,,,,,4.04,,4.04,4.04,,,,,4.08,,4.08,4.08
21-22,FALL,Dept,SOCHUB,IPEN,Innovation Policy and Entrepreneurship,3.0,0.833,,,,,4.75,,4.75,4.75,,,,,4.95,,4.95,4.95
21-22,FALL,Dept,SOCHUB,SOCH,Society Hub Core Course,1.0,0.791,,,,,,3.47,3.47,3.47,,,,,,4.03,4.03,4.03
21-22,FALL,Dept,SOCHUB,UGOD,Urban Governance and Design,3.0,1.0,,,,,4.76,,4.76,4.76,,,,,4.82,,4.82,4.82
21-22,FALL,School,SYSHUB,-,-,5.0,0.691,,,,,4.9,3.39,4.09,4.09,,,,,4.94,3.67,4.25,4.25
21-22,FALL,Dept,SYSHUB,BSBE,Bioscience & Biomedical Engineering,1.0,0.857,,,,,4.92,,4.92,4.92,,,,,4.92,,4.92,4.92
21-22,FALL,Dept,SYSHUB,INTR,Intelligent Transportation,1.0,0.5,,,,,5.0,,5.0,5.0,,,,,5.0,,5.0,5.0
21-22,FALL,Dept,SYSHUB,ROAS,Robotics and Autonomous Systems,1.0,0.857,,,,,4.92,,4.92,4.92,,,,,4.92,,4.92,4.92
21-22,FALL,Dept,SYSHUB,SMMG,Smart Manufacturing,1.0,0.75,,,,,4.67,,4.67,4.67,,,,,5.0,,5.0,5.0
21-22,FALL,Dept,SYSHUB,SYSH,Systems Hub Core Course,1.0,0.632,,,,,,3.39,3.39,3.39,,,,,,3.67,3.67,3.67
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Key:,,,,,,,,,,,,,,,,,,,,,,,
Small UG: Undergraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium UG: Undergraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
Large UG: Undergraduate courses with enrolment over 100,,,,,,,,,,,,,,,,,,,,,,,
UG Mean: Mean of responses of all UG courses,,,,,,,,,,,,,,,,,,,,,,,
Small PG: Postgraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium PG: Postgraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
PG Mean: Mean of responses of all PG courses,,,,,,,,,,,,,,,,,,,,,,,
Overall: Mean of responses of all courses,,,,,,,,,,,,,,,,,,,,,,,
"If there is no entry, there were no classes of the type indicated.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report prepared by OIR,,,,,,,,,,,,,,,,,,,,,,,
2022-01-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
