Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - UG (Small),Course Overall - UG (Medium),Course Overall - UG (Large),Course Overall - UG Mean,Course Overall - PG (Small),Course Overall - PG (Medium),Course Overall - PG Mean,Course Overall - Overall,Instructor Overall - UG (Small),Instructor Overall - UG (Medium),Instructor Overall - UG (Large),Instructor Overall - UG Mean,Instructor Overall - PG (Small),Instructor Overall - PG (Medium),Instructor Overall - PG Mean,Instructor Overall - Overall
17-18,SPRING,Dept,SHSS,SOSC,Social Science,35.0,0.496,85.23,76.78,75.29,76.15,97.22,88.54,92.26,77.17,86.93,82.88,78.26,80.14,99.31,93.75,96.13,81.15
17-18,SPRING,School,SSCI,-,-,246.0,0.443,78.38,69.32,68.06,69.4,87.81,87.4,87.64,72.73,83.04,73.62,70.2,72.59,91.37,90.08,90.46,75.79
17-18,SPRING,Dept,SSCI,CHMS,Analytical Chemistry,6.0,0.534,,,,,86.46,92.33,91.52,91.52,,,,,89.58,93.33,92.82,92.82
17-18,SPRING,Dept,SSCI,CHEM,Chemistry,45.0,0.46,80.18,68.7,69.2,69.66,94.23,,94.23,70.12,88.13,72.46,73.58,74.0,94.23,,94.23,74.37
17-18,SPRING,Dept,SSCI,ENTR-SSCI,Entrepreneurship,2.0,0.463,85.42,65.28,,73.33,,,,73.33,79.17,81.94,,80.83,,,,80.83
17-18,SPRING,Dept,SSCI,LIFS,Life Science,32.0,0.369,73.81,71.59,69.75,70.45,84.52,86.51,86.14,74.68,79.76,73.84,70.59,71.93,90.18,89.84,89.9,76.78
17-18,SPRING,Dept,SSCI,MAED,MSc Program in Mathematics for Educators,4.0,0.458,,,,,88.24,83.33,85.53,85.53,,,,,92.65,92.86,92.76,92.76
17-18,SPRING,Dept,SSCI,MATH,Mathematics,84.0,0.446,81.79,67.72,73.34,69.79,91.36,82.64,88.89,71.37,84.26,71.36,76.73,73.33,94.55,89.58,93.15,74.98
17-18,SPRING,Dept,SSCI,NANO,NANO Science and Technology,3.0,0.842,,,,,82.81,,82.81,82.81,,,,,85.94,,85.94,85.94
17-18,SPRING,Dept,SSCI,OCES,Ocean Science,9.0,0.448,75.0,58.65,,61.29,,85.84,85.84,76.17,73.33,68.59,,69.35,,87.07,87.07,80.95
17-18,SPRING,Dept,SSCI,PHYS,Physics,51.0,0.538,75.16,72.04,58.94,67.48,88.14,81.58,85.57,68.88,81.72,78.58,63.12,70.91,90.68,86.84,89.18,72.02
17-18,SPRING,Dept,SSCI,SCIE,School of Science,5.0,0.465,85.87,84.66,67.67,72.51,,,,72.51,88.04,98.44,71.98,75.7,,,,75.7
17-18,SPRING,Dept,SSCI,CSIC,Scientific Computation,1.0,0.694,,,,,,81.0,81.0,81.0,,,,,,87.0,87.0,87.0
17-18,SPRING,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),6.0,0.367,,,,,,91.59,90.78,90.78,,,,,,92.76,91.67,91.67
17-18,SPRING,School,LANG/LABU/LAGR,-,-,371.0,0.705,72.37,90.66,,73.08,87.31,,87.31,73.89,82.4,93.07,,82.81,91.44,,91.44,83.3
17-18,SPRING,Dept,LANG/LABU/LAGR,LANG,Language,310.0,0.712,72.56,90.66,,73.39,87.31,,87.31,74.32,82.62,93.07,,83.1,91.44,,91.44,83.66
17-18,SPRING,Dept,LANG/LABU/LAGR,LABU,Language for Business,61.0,0.667,71.4,,,71.4,,,,71.4,81.39,,,81.39,,,,81.39
17-18,SPRING,School,IPO,-,-,34.0,0.605,78.82,70.18,,71.43,81.82,72.62,74.53,72.18,87.5,76.3,,77.89,85.61,77.78,79.4,78.26
17-18,SPRING,Dept,IPO,ENVR,Environment and Sustainability,24.0,0.645,75.47,67.81,,68.88,85.71,70.63,71.84,69.43,86.27,74.08,,75.73,89.29,76.88,77.87,76.13
17-18,SPRING,Dept,IPO,EVSM,Environmental Science and Management,3.0,0.783,,,,,80.77,76.09,77.78,77.78,,,,,84.62,79.35,81.25,81.25
17-18,SPRING,Dept,IPO,IDPO,Interdisciplinary Programs Office,1.0,0.526,87.5,,,87.5,,,,87.5,90.0,,,90.0,,,,90.0
17-18,SPRING,Dept,IPO,RMBI,Risk Management and Business Intelligence,4.0,0.423,,75.35,,75.35,,,,75.35,,83.8,,83.8,,,,83.8
17-18,SPRING,Dept,IPO,TEMG,Technology and Management,2.0,0.439,88.89,85.19,,86.11,,,,86.11,91.67,83.33,,85.42,,,,85.42
17-18,SPRING,School,OTHERS,-,-,10.0,0.518,80.36,85.47,,82.3,,,,82.3,83.57,83.14,,83.41,,,,83.41
17-18,SPRING,Dept,OTHERS,SAO,Student Affairs Office,2.0,0.522,95.45,94.23,,94.79,,,,94.79,95.45,96.15,,95.83,,,,95.83
17-18,SPRING,Dept,OTHERS,UCE,Undergraduate Core Education,8.0,0.517,77.54,81.67,,78.93,,,,78.93,81.36,77.5,,80.06,,,,80.06
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Key:,,,,,,,,,,,,,,,,,,,,,,,
UG(Small): Undergraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
UG(Medium): Undergraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
UG(Large): Undergraduate courses with enrolment over 100,,,,,,,,,,,,,,,,,,,,,,,
UG Mean: Mean of responses of all UG courses,,,,,,,,,,,,,,,,,,,,,,,
PG(Small): Postgraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
PG(Medium): Postgraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
PG Mean: Mean of responses of all PG courses,,,,,,,,,,,,,,,,,,,,,,,
"If there is no entry, there were no classes of the type indicated.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report prepared by OIR,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
