Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - UG (Small),Course Overall - UG (Medium),Course Overall - UG (Large),Course Overall - UG Mean,Course Overall - PG (Small),Course Overall - PG (Medium),Course Overall - PG Mean,Course Overall - Overall,Instructor Overall - UG (Small),Instructor Overall - UG (Medium),Instructor Overall - UG (Large),Instructor Overall - UG Mean,Instructor Overall - PG (Small),Instructor Overall - PG (Medium),Instructor Overall - PG Mean,Instructor Overall - Overall
19-20,SUMMER,Dept,SHSS,SOSC,Social Science,4.0,0.388,,,83.37,83.37,,,,83.37,,,88.55,88.55,,,,88.55
19-20,SUMMER,Dept,SHSS,HART,Studio Arts courses offered by HUMA,2.0,0.476,91.67,93.18,,92.5,,,,92.5,94.44,95.45,,95.0,,,,95.0
19-20,SUMMER,School,SSCI,-,-,36.0,0.276,73.71,76.56,70.57,73.35,,92.93,92.93,75.33,78.95,78.13,71.22,75.0,,94.57,94.57,76.98
19-20,SUMMER,Dept,SSCI,CHEM,Chemistry,1.0,0.281,,79.69,,79.69,,,,79.69,,84.38,,84.38,,,,84.38
19-20,SUMMER,Dept,SSCI,LIFS,Life Science,2.0,0.216,,79.9,70.49,74.39,,,,74.39,,81.86,69.44,74.59,,,,74.59
19-20,SUMMER,Dept,SSCI,MATH,Mathematics,9.0,0.352,95.0,74.28,,75.68,,,,75.68,100.0,73.55,,75.34,,,,75.34
19-20,SUMMER,Dept,SSCI,OCES,Ocean Science,3.0,0.241,60.0,,74.46,73.04,,,,73.04,55.0,,74.18,72.3,,,,72.3
19-20,SUMMER,Dept,SSCI,PHYS,Physics,18.0,0.34,74.42,73.96,58.04,69.47,,,,69.47,82.14,79.17,66.07,76.6,,,,76.6
19-20,SUMMER,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),3.0,0.404,,,,,,92.93,92.93,92.93,,,,,,94.57,94.57,94.57
19-20,SUMMER,School,LANG/LABU/LAGR,-,-,25.0,0.66,89.1,87.5,,88.85,,,,88.85,91.86,90.63,,91.67,,,,91.67
19-20,SUMMER,Dept,LANG/LABU/LAGR,LANG,Language,25.0,0.66,89.1,87.5,,88.85,,,,88.85,91.86,90.63,,91.67,,,,91.67
19-20,SUMMER,School,IPO,-,-,2.0,0.527,,81.63,,81.63,,,,81.63,,88.78,,88.78,,,,88.78
19-20,SUMMER,Dept,IPO,ENVR,Environment and Sustainability,2.0,0.527,,81.63,,81.63,,,,81.63,,88.78,,88.78,,,,88.78
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Key:,,,,,,,,,,,,,,,,,,,,,,,
Small UG: Undergraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium UG: Undergraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
Large UG: Undergraduate courses with enrolment over 100,,,,,,,,,,,,,,,,,,,,,,,
UG Mean: Mean of responses of all UG courses,,,,,,,,,,,,,,,,,,,,,,,
Small PG: Postgraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium PG: Postgraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
PG Mean: Mean of responses of all PG courses,,,,,,,,,,,,,,,,,,,,,,,
Overall: Mean of responses of all courses,,,,,,,,,,,,,,,,,,,,,,,
"If there is no entry, there were no classes of the type indicated.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report prepared by OIR,,,,,,,,,,,,,,,,,,,,,,,
2020-09-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
