Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - UG (Small),Course Overall - UG (Medium),Course Overall - UG (Large),Course Overall - UG Mean,Course Overall - PG (Small),Course Overall - PG (Medium),Course Overall - PG Mean,Course Overall - Overall,Instructor Overall - UG (Small),Instructor Overall - UG (Medium),Instructor Overall - UG (Large),Instructor Overall - UG Mean,Instructor Overall - PG (Small),Instructor Overall - PG (Medium),Instructor Overall - PG Mean,Instructor Overall - Overall
23-24,SUMMER,School,LANG/LABU/LAGR,-,-,8.0,0.537,3.5,4.14,,3.77,,,,3.77,4.13,4.36,,4.22,,,,4.22
23-24,SUMMER,Dept,LANG/LABU/LAGR,LANG,Language,4.0,0.577,3.08,4.14,,3.8,,,,3.8,4.15,4.36,,4.29,,,,4.29
23-24,SUMMER,Dept,LANG/LABU/LAGR,LABU,Language for Business,4.0,0.481,3.72,,,3.72,,,,3.72,4.13,,,4.13,,,,4.13
23-24,SUMMER,School,AIS,-,-,7.0,0.567,4.53,,,4.53,4.95,4.85,4.88,4.8,4.76,,,4.76,4.95,4.9,4.92,4.88
23-24,SUMMER,Dept,AIS,PPOL,Public Policy,4.0,0.608,,,,,4.95,4.85,4.88,4.88,,,,,4.95,4.9,4.92,4.92
23-24,SUMMER,Dept,AIS,TEMG,Technology and Management,2.0,0.63,4.53,,,4.53,,,,4.53,4.76,,,4.76,,,,4.76
23-24,SUMMER,School,OTHERS,-,-,1.0,0.529,4.89,,,4.89,,,,4.89,5.0,,,5.0,,,,5.0
23-24,SUMMER,Dept,OTHERS,DSTO,Dean of Students' Office,1.0,0.529,4.89,,,4.89,,,,4.89,5.0,,,5.0,,,,5.0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Key:,,,,,,,,,,,,,,,,,,,,,,,
Small UG: Undergraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium UG: Undergraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
Large UG: Undergraduate courses with enrolment over 100,,,,,,,,,,,,,,,,,,,,,,,
UG Mean: Mean of responses of all UG courses,,,,,,,,,,,,,,,,,,,,,,,
Small PG: Postgraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium PG: Postgraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
PG Mean: Mean of responses of all PG courses,,,,,,,,,,,,,,,,,,,,,,,
Overall: Mean of responses of all courses,,,,,,,,,,,,,,,,,,,,,,,
"If there is no entry, there were no classes of the type indicated.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report prepared by SEA,,,,,,,,,,,,,,,,,,,,,,,
2 September 2024,,,,,,,,,,,,,,,,,,,,,,,
